epsilon_eV,f0_boltzmann,f0_maxwell
6.15,0.0007534070764891933,0.0028612735852587166
6.25,0.0006445088911601552,0.0025987952891275263
6.3500000000000005,0.0005537696535866174,0.0023603953811291126
6.45,0.00047852300812337725,0.0021438650356820216
6.550000000000001,0.000416672341617965,0.001947198053328366
6.65,0.00036548442653011257,0.0017685722728714472
6.75,0.00032280073369728537,0.0016063326886667823
6.8500000000000005,0.0002860794279716815,0.0014589761166446857
6.95,0.0002558506623657666,0.0013251372669918747
7.050000000000001,0.0002363305349297776,0.001203576094452506
7.15,0.00022529917484704945,0.0010931663090465553
7.25,0.00021742379859232913,0.0009928849407548836
7.3500000000000005,0.00021055817504071279,0.0009018028614855918
7.45,0.00020412693425694137,0.0008190761765057039
7.550000000000001,0.00019847526527091286,0.0007439384055779267
7.65,0.00019336244714663104,0.0006756933813591069
7.75,0.00018825302927907609,0.0006137087992625213
7.8500000000000005,0.00018281338240509746,0.0005574103590221124
7.95,0.00017725265675264863,0.0005062764436790357
8.05,0.00017231751697499326,0.00045983328669018124
8.15,0.00016785935594476514,0.0004176505823809281
8.25,0.0001632988344883789,0.00037933749907203716
8.350000000000001,0.00015822299088363525,0.0003445390579414613
8.45,0.0001529513754459322,0.000312932844070465
8.55,0.0001484344827015764,0.00028422601920118974
8.65,0.00014448999207545153,0.0002581526085282522
8.75,0.0001402382831248411,0.0002344710363858974
8.850000000000001,0.00013540055365932722,0.0002129618879983546
8.95,0.00012901440464743413,0.00019342587655552196
9.05,0.00011960946320174168,0.0001756819967785079
9.15,0.00010758551656417094,0.00015956584786743543
9.25,9.445906960794336e-05,0.00014492811029324728
9.350000000000001,8.125963996992446e-05,0.00013163316232068346
9.45,6.865559314687386e-05,0.00011955782344421281
9.55,5.705122585675982e-05,0.00010859021309458803
9.650000000000002,4.666207809146728e-05,9.862871404170615e-05
9.75,3.7563045827951764e-05,8.958103088947224e-05
9.850000000000001,2.9777127509550336e-05,8.136333493942949e-05
9.95,2.3084543145855092e-05,7.389948750013556e-05
10.05,1.7183509193835925e-05,6.712033444607681e-05
10.150000000000002,1.2152141995665978e-05,6.09630654900678e-05
10.25,8.177594825744176e-06,5.5370632232651716e-05
10.350000000000001,5.2394105354140915e-06,5.029121959661066e-05
10.45,3.2024152611575577e-06,4.567776574931483e-05
10.55,1.8778555261711657e-06,4.148752606488562e-05
10.650000000000002,1.0612654853297107e-06,3.768167708619559e-05
10.75,5.779746144959635e-07,3.422495681732415e-05
10.850000000000001,3.0340837621201417e-07,3.10853380137057e-05
10.95,1.5383201595783724e-07,2.8233731442933906e-05
11.05,7.557611486006887e-08,2.5643716366868743e-05
11.150000000000002,3.604042213229691e-08,2.329129574790902e-05
11.25,1.667902212062202e-08,2.1154673911362107e-05
11.350000000000001,7.488222180723181e-09,1.9214054603906635e-05
11.45,3.2617631714258037e-09,1.7451457577118292e-05
11.55,1.3803383298584063e-09,1.585055199666374e-05
11.650000000000002,5.691664514692472e-10,1.439650513366617e-05
11.75,2.2867344658240986e-10,1.3075844936334197e-05
11.850000000000001,8.946851048107276e-11,1.1876335208551767e-05
11.95,3.4195117630592824e-11,1.0786862238933017e-05
12.05,1.2997530976696183e-11,9.797331829934715e-06
12.150000000000002,5.035106621237692e-12,8.898575772980907e-06
12.25,1.986951750188246e-12,8.082266903070773e-06
12.350000000000001,7.982776194897665e-13,7.3408419458331485e-06
12.45,3.264436129196054e-13,6.667431442189745e-06
